0.0000000 0.0000000 0.0000000
0.0000000 0.1539601 0.0000000
0.0000000 0.3079202 0.0000000
0.0000000 0.4618802 0.0000000
0.0000000 0.6158403 0.0000000
0.1111111 0.0000000 0.0000000
0.1111111 0.1539601 0.0000000
0.1111111 0.3079202 0.0000000
0.1111111 0.4618802 0.0000000
0.1111111 0.6158403 0.0000000
0.2222222 0.0000000 0.0000000
0.2222222 0.1539601 0.0000000
0.2222222 0.3079202 0.0000000
0.2222222 0.4618802 0.0000000
0.2222222 0.6158403 0.0000000
0.3333333 0.0000000 0.0000000
0.3333333 0.1539601 0.0000000
0.3333333 0.3079202 0.0000000
0.3333333 0.4618802 0.0000000
0.3333333 0.6158403 0.0000000
0.4444444 0.0000000 0.0000000
0.4444444 0.1539601 0.0000000
0.4444444 0.3079202 0.0000000
0.4444444 0.4618802 0.0000000
0.4444444 0.6158403 0.0000000
