0.03125 0.000
0.09375 0.000
0.15625 0.000
0.21875 0.000
0.28125 0.000
0.34375 0.000
0.40625 0.000
0.46875 0.000
0.53125 0.000
0.59375 0.000
0.65625 0.000
0.71875 0.000
0.78125 0.000
0.84375 0.000
0.90625 0.000
0.96875 0.000
1.03125 0.000
1.09375 0.000
1.15625 0.000
1.21875 0.000
1.28125 0.000
1.34375 0.000
1.40625 0.000
1.46875 0.000
1.53125 0.000
1.59375 0.000
1.65625 0.000
1.71875 0.000
1.78125 0.000
1.84375 0.000
1.90625 0.000
1.96875 0.000
2.03125 0.000
2.09375 0.223
2.15625 1.155
2.21875 1.256
2.28125 1.657
2.34375 1.540
2.40625 2.276
2.46875 1.762
2.53125 1.498
2.59375 2.225
2.65625 1.476
2.71875 1.783
2.78125 1.199
2.84375 0.724
2.90625 0.925
2.96875 0.886
3.03125 0.832
3.09375 0.527
3.15625 0.343
3.21875 0.660
3.28125 0.816
3.34375 0.669
3.40625 0.659
3.46875 0.690
3.53125 0.731
3.59375 1.058
3.65625 0.949
3.71875 1.047
3.78125 1.377
3.84375 1.409
3.90625 1.290
3.96875 1.198
4.03125 0.941
4.09375 0.980
4.15625 1.130
4.21875 1.133
4.28125 1.509
4.34375 0.871
4.40625 0.972
4.46875 1.092
4.53125 1.371
4.59375 1.280
4.65625 0.953
4.71875 0.913
4.78125 0.897
4.84375 0.985
4.90625 1.203
4.96875 0.811
5.03125 0.919
5.09375 0.959
5.15625 0.906
5.21875 0.896
5.28125 0.951
5.34375 0.746
5.40625 0.868
5.46875 0.947
5.53125 0.984
5.59375 0.655
5.65625 0.981
5.71875 1.040
5.78125 1.105
5.84375 0.881
5.90625 0.867
5.96875 1.059
6.03125 0.908
6.09375 0.819
6.15625 0.992
6.21875 0.972
6.28125 0.944
6.34375 1.007
6.40625 0.975
6.46875 1.267
6.53125 0.900
6.59375 0.928
6.65625 1.223
6.71875 1.142
6.78125 1.150
6.84375 1.066
6.90625 0.894
6.96875 1.082
7.03125 1.007
7.09375 1.106
7.15625 1.160
7.21875 1.121
7.28125 1.083
7.34375 1.074
7.40625 0.982
7.46875 0.887
7.53125 0.987
7.59375 0.860
7.65625 0.788
7.71875 1.010
7.78125 1.120
7.84375 1.044
7.90625 1.085
7.96875 1.130
8.03125 0.931
8.09375 0.802
8.15625 0.966
8.21875 0.910
8.28125 0.973
8.34375 1.077
8.40625 0.962
8.46875 1.071
8.53125 0.811
8.59375 1.031
8.65625 1.029
8.71875 1.091
8.78125 1.015
8.84375 0.965
8.90625 1.071
8.96875 0.959
9.03125 0.894
9.09375 1.053
9.15625 0.964
9.21875 0.955
9.28125 0.933
9.34375 0.919
9.40625 0.989
9.46875 0.949
9.53125 0.963
9.59375 0.979
9.65625 1.028
9.71875 1.145
9.78125 1.039
9.84375 0.925
9.90625 0.973
9.96875 1.031
10.0312 1.054
10.0937 1.012
10.1562 1.047
10.2188 0.960
10.2812 1.027
10.3438 0.963
10.4062 1.025
10.4688 0.944
10.5312 0.942
10.5938 1.029
10.6562 0.974
10.7188 0.980
10.7813 0.904
10.8438 0.906
10.9062 0.810
10.9688 0.926
11.0312 0.933
11.0938 0.941
11.1562 0.949
11.2188 1.003
11.2812 0.989
11.3438 0.946
11.4062 0.948
11.4688 0.997
11.5312 0.945
11.5938 1.031
11.6562 0.987
11.7187 0.951
11.7812 0.963
11.8438 1.001
11.9062 1.017
11.9688 0.961
12.0312 0.868
12.0938 0.958
12.1562 1.013
12.2188 1.011
12.2812 1.028
12.3438 1.007
12.4062 1.061
12.4688 1.000
12.5312 0.920
12.5938 0.966
12.6562 0.887
12.7188 0.942
12.7812 1.041
12.8438 0.914
12.9062 0.972
12.9688 0.889
13.0312 0.920
13.0938 0.939
13.1562 0.994
13.2188 1.053
13.2812 1.071
13.3437 1.022
13.4062 1.089
13.4688 1.045
13.5312 1.119
13.5938 1.150
13.6562 1.133
13.7188 1.068
13.7813 1.101
13.8438 1.048
13.9062 1.026
13.9688 1.020
14.0312 1.033
14.0938 1.060
14.1562 0.951
14.2188 0.982
14.2812 0.936
14.3438 0.930
14.4062 0.942
14.4688 0.943
14.5312 0.965
14.5938 0.972
14.6562 0.970
14.7188 0.924
14.7812 0.870
14.8438 0.903
14.9062 0.875
14.9687 0.938
15.0312 0.878
15.0938 0.873
15.1562 0.902
15.2188 0.925
15.2812 0.930
15.3438 0.944
15.4063 0.969
15.4688 0.950
15.5312 0.920
15.5938 0.951
15.6562 0.930
15.7188 0.960
15.7812 1.031
15.8438 1.056
15.9062 1.005
15.9688 1.007
