0.03125 0.000
0.09375 0.000
0.15625 0.000
0.21875 0.000
0.28125 0.000
0.34375 0.000
0.40625 0.000
0.46875 0.000
0.53125 0.000
0.59375 0.000
0.65625 0.000
0.71875 0.000
0.78125 0.000
0.84375 0.000
0.90625 0.000
0.96875 0.000
1.03125 0.000
1.09375 0.000
1.15625 0.000
1.21875 0.000
1.28125 0.000
1.34375 0.000
1.40625 0.000
1.46875 0.000
1.53125 0.000
1.59375 0.000
1.65625 0.000
1.71875 0.000
1.78125 0.000
1.84375 0.000
1.90625 0.015
1.96875 0.042
2.03125 0.053
2.09375 0.192
2.15625 0.577
2.21875 1.107
2.28125 1.886
2.34375 2.315
2.40625 2.412
2.46875 2.318
2.53125 1.828
2.59375 1.717
2.65625 1.380
2.71875 1.001
2.78125 0.757
2.84375 0.801
2.90625 0.671
2.96875 0.677
3.03125 0.581
3.09375 0.530
3.15625 0.561
3.21875 0.673
3.28125 0.682
3.34375 0.713
3.40625 0.738
3.46875 0.766
3.53125 0.898
3.59375 0.991
3.65625 1.030
3.71875 0.929
3.78125 1.161
3.84375 1.250
3.90625 1.368
3.96875 1.367
4.03125 1.371
4.09375 1.421
4.15625 1.271
4.21875 1.214
4.28125 1.352
4.34375 1.124
4.40625 1.156
4.46875 1.108
4.53125 1.041
4.59375 1.041
4.65625 0.913
4.71875 0.945
4.78125 0.963
4.84375 1.016
4.90625 0.987
4.96875 1.017
5.03125 0.942
5.09375 0.802
5.15625 0.765
5.21875 0.854
5.28125 0.897
5.34375 0.878
5.40625 0.900
5.46875 0.912
5.53125 0.893
5.59375 0.837
5.65625 0.805
5.71875 0.872
5.78125 0.892
5.84375 0.946
5.90625 0.990
5.96875 0.984
6.03125 0.881
6.09375 1.002
6.15625 0.969
6.21875 1.007
6.28125 1.005
6.34375 1.012
6.40625 1.034
6.46875 1.095
6.53125 1.097
6.59375 1.024
6.65625 1.059
6.71875 1.087
6.78125 1.111
6.84375 1.028
6.90625 1.049
6.96875 1.118
7.03125 1.069
7.09375 1.045
7.15625 1.089
7.21875 1.186
7.28125 1.036
7.34375 0.978
7.40625 0.992
7.46875 1.012
7.53125 1.054
7.59375 1.079
7.65625 1.052
7.71875 1.056
7.78125 1.035
7.84375 0.978
7.90625 0.981
7.96875 0.958
8.03125 0.934
8.09375 0.909
8.15625 0.900
8.21875 0.918
8.28125 0.911
8.34375 0.975
8.40625 1.037
8.46875 1.003
8.53125 1.028
8.59375 0.985
8.65625 0.963
8.71875 1.046
8.78125 1.054
8.84375 0.992
8.90625 0.910
8.96875 0.927
9.03125 0.903
9.09375 0.905
9.15625 0.950
9.21875 0.947
9.28125 0.972
9.34375 0.929
9.40625 0.878
9.46875 0.926
9.53125 0.974
9.59375 0.988
9.65625 1.025
9.71875 1.012
9.78125 0.999
9.84375 1.029
9.90625 1.101
9.96875 1.111
10.0312 1.111
10.0937 1.082
10.1562 1.050
10.2188 1.058
10.2812 1.076
10.3438 1.061
10.4062 1.049
10.4688 1.017
10.5312 0.932
10.5938 0.938
10.6562 0.964
10.7188 0.911
10.7813 0.946
10.8438 0.894
10.9062 0.885
10.9688 0.870
11.0312 0.887
11.0938 0.894
11.1562 0.856
11.2188 0.931
11.2812 0.951
11.3438 0.961
11.4062 0.988
11.4688 0.955
11.5312 0.992
11.5938 0.966
11.6562 0.969
11.7187 1.019
11.7812 1.010
11.8438 0.950
11.9062 0.981
11.9688 0.966
12.0312 0.964
12.0938 0.964
12.1562 1.004
12.2188 0.964
12.2812 0.978
12.3438 1.031
12.4062 1.013
12.4688 1.017
12.5312 0.984
12.5938 0.970
12.6562 0.925
12.7188 0.906
12.7812 0.904
12.8438 0.908
12.9062 0.897
12.9688 0.937
13.0312 0.946
13.0938 0.964
13.1562 0.978
13.2188 1.020
13.2812 1.072
13.3437 1.074
13.4062 1.058
13.4688 1.106
13.5312 1.103
13.5938 1.146
13.6562 1.152
13.7188 1.139
13.7813 1.112
13.8438 1.111
13.9062 1.123
13.9688 1.107
14.0312 1.059
14.0938 1.034
14.1562 0.980
14.2188 1.016
14.2812 0.966
14.3438 0.966
14.4062 0.922
14.4688 0.911
14.5312 0.895
14.5938 0.892
14.6562 0.901
14.7188 0.907
14.7812 0.880
14.8438 0.857
14.9062 0.866
14.9687 0.860
15.0312 0.862
15.0938 0.871
15.1562 0.862
15.2188 0.865
15.2812 0.899
15.3438 0.930
15.4063 0.929
15.4688 0.974
15.5312 0.976
15.5938 0.950
15.6562 0.951
15.7188 1.002
15.7812 1.034
15.8438 1.064
15.9062 1.086
15.9688 1.052
