Extremum 1 found at image  0.000000 with energy:  0.000000
Extremum 2 found at image  1.998879 with energy:  1.509440
Extremum 3 found at image  3.644805 with energy: -0.075025
Extremum 4 found at image  4.000000 with energy: -0.058503
