#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS:  60  14
# Band-Index    1
   0.75539     -2.869053  0.005  0.001  0.158  0.008  0.000  0.000  0.017  0.004  0.001  0.194
   0.79391     -2.880392  0.003  0.004  0.150  0.011  0.001  0.000  0.017  0.004  0.001  0.192
   0.83243     -2.911740  0.000  0.014  0.128  0.022  0.003  0.000  0.016  0.003  0.001  0.188
   0.87095     -2.993197  0.002  0.035  0.079  0.047  0.009  0.001  0.012  0.001  0.001  0.188
   0.90947     -3.147892  0.010  0.053  0.034  0.077  0.014  0.002  0.008  0.000  0.001  0.199
   0.94799     -3.346185  0.018  0.061  0.015  0.096  0.014  0.002  0.005  0.000  0.001  0.215
   0.98651     -3.557006  0.025  0.066  0.008  0.108  0.013  0.002  0.004  0.000  0.001  0.228
   1.02503     -3.766467  0.030  0.070  0.005  0.117  0.010  0.002  0.003  0.001  0.001  0.239
   1.06355     -3.968101  0.034  0.073  0.003  0.123  0.009  0.002  0.002  0.001  0.001  0.247
   1.10207     -4.158230  0.037  0.076  0.002  0.126  0.007  0.002  0.002  0.001  0.001  0.254
   1.14059     -4.334389  0.040  0.079  0.002  0.128  0.005  0.002  0.002  0.001  0.001  0.261
   1.17911     -4.494730  0.043  0.083  0.001  0.128  0.004  0.002  0.001  0.001  0.001  0.265
   1.21764     -4.637745  0.045  0.089  0.000  0.127  0.002  0.002  0.001  0.001  0.000  0.267
   1.25616     -4.762103  0.045  0.094  0.000  0.123  0.002  0.002  0.000  0.001  0.000  0.269
   1.29468     -4.866541  0.046  0.099  0.000  0.119  0.001  0.002  0.000  0.001  0.000  0.269
   1.33320     -4.949793  0.046  0.104  0.000  0.114  0.000  0.003  0.000  0.002  0.000  0.269
   1.37172     -5.010573  0.045  0.108  0.000  0.109  0.000  0.002  0.000  0.002  0.000  0.267
   1.41024     -5.047664  0.044  0.111  0.000  0.106  0.000  0.002  0.000  0.002  0.000  0.266
   1.44876     -5.060145  0.044  0.112  0.000  0.105  0.000  0.002  0.000  0.002  0.000  0.265
   1.44876     -5.060145  0.044  0.112  0.000  0.105  0.000  0.002  0.000  0.002  0.000  0.265
   1.50268     -5.060481  0.040  0.112  0.000  0.106  0.000  0.002  0.000  0.002  0.000  0.262
   1.55660     -5.056597  0.030  0.114  0.000  0.108  0.000  0.002  0.000  0.002  0.000  0.256
   1.61052     -5.039545  0.020  0.116  0.000  0.108  0.000  0.002  0.000  0.002  0.000  0.248
   1.66444     -5.003702  0.012  0.116  0.000  0.110  0.000  0.002  0.000  0.002  0.002  0.244
   1.71836     -4.947702  0.008  0.116  0.000  0.110  0.000  0.002  0.000  0.002  0.002  0.240
   1.77228     -4.872558  0.004  0.116  0.000  0.110  0.000  0.002  0.000  0.002  0.002  0.236
   1.82620     -4.780229  0.004  0.116  0.000  0.108  0.000  0.002  0.000  0.002  0.002  0.234
   1.88012     -4.673016  0.002  0.114  0.000  0.108  0.000  0.002  0.000  0.002  0.004  0.232
   1.93404     -4.553440  0.002  0.114  0.000  0.106  0.000  0.002  0.000  0.002  0.004  0.230
   1.98796     -4.424294  0.002  0.112  0.000  0.106  0.000  0.002  0.000  0.002  0.004  0.228
   2.04188     -4.288756  0.000  0.112  0.000  0.104  0.000  0.002  0.000  0.002  0.004  0.226
   2.09580     -4.150511  0.000  0.110  0.000  0.102  0.000  0.002  0.000  0.002  0.004  0.224
   2.14972     -4.013845  0.000  0.110  0.000  0.102  0.000  0.002  0.000  0.002  0.004  0.220
   2.20364     -3.883685  0.000  0.108  0.000  0.100  0.002  0.002  0.000  0.002  0.004  0.218
   2.25756     -3.855829  0.080  0.000  0.212  0.004  0.000  0.000  0.010  0.000  0.000  0.308
   2.31148     -3.881097  0.100  0.000  0.212  0.004  0.000  0.000  0.008  0.000  0.000  0.326
   2.36540     -3.890082  0.122  0.000  0.212  0.004  0.000  0.000  0.008  0.000  0.000  0.346
   2.41932     -3.889086  0.142  0.000  0.212  0.004  0.000  0.000  0.008  0.000  0.000  0.364
   2.47324     -3.887189  0.150  0.000  0.210  0.004  0.000  0.000  0.008  0.000  0.000  0.372
 
# Band-Index    6
   2.47324     -3.540140  0.002  0.000  0.000  0.198  0.000  0.000  0.000  0.004  0.002  0.208
   2.41932     -3.544813  0.002  0.054  0.000  0.146  0.000  0.002  0.000  0.004  0.002  0.208
   2.36540     -3.589317  0.000  0.092  0.000  0.110  0.002  0.002  0.000  0.002  0.002  0.210
   2.31148     -3.665386  0.000  0.102  0.000  0.102  0.002  0.002  0.000  0.002  0.002  0.212
   2.25756     -3.765551  0.000  0.106  0.000  0.100  0.002  0.002  0.000  0.002  0.004  0.214
   2.20364     -3.812552  0.066  0.000  0.210  0.004  0.000  0.000  0.010  0.000  0.000  0.292
   2.14972     -3.752758  0.052  0.000  0.208  0.006  0.000  0.000  0.010  0.000  0.000  0.278
   2.09580     -3.679955  0.042  0.002  0.204  0.008  0.000  0.000  0.012  0.000  0.000  0.266
   2.04188     -3.599595  0.034  0.002  0.196  0.010  0.000  0.002  0.012  0.000  0.000  0.256
   1.98796     -3.520519  0.024  0.006  0.180  0.018  0.000  0.002  0.012  0.000  0.000  0.244
   1.93404     -3.458913  0.016  0.014  0.150  0.038  0.000  0.002  0.012  0.000  0.000  0.232
   1.88012     -3.444566  0.008  0.030  0.088  0.080  0.000  0.002  0.008  0.000  0.002  0.220
   1.82620     -3.518896  0.018  0.056  0.016  0.122  0.004  0.002  0.002  0.002  0.002  0.220
   1.77228     -3.730957  0.050  0.084  0.010  0.104  0.006  0.000  0.004  0.002  0.000  0.258
   1.71836     -4.027666  0.072  0.096  0.006  0.100  0.004  0.002  0.004  0.002  0.000  0.284
   1.66444     -4.336591  0.080  0.102  0.004  0.100  0.002  0.002  0.002  0.002  0.000  0.296
   1.61052     -4.619571  0.078  0.106  0.002  0.102  0.002  0.002  0.002  0.002  0.000  0.294
   1.55660     -4.850642  0.066  0.110  0.000  0.104  0.000  0.002  0.000  0.002  0.000  0.284
   1.50268     -5.005165  0.052  0.112  0.000  0.104  0.000  0.002  0.000  0.002  0.000  0.272
   1.44876     -5.060144  0.044  0.112  0.000  0.105  0.000  0.002  0.000  0.002  0.000  0.265
   1.44876     -5.060144  0.044  0.112  0.000  0.105  0.000  0.002  0.000  0.002  0.000  0.265
   1.41024     -5.047664  0.044  0.111  0.000  0.106  0.000  0.002  0.000  0.002  0.000  0.266
   1.37172     -5.010572  0.045  0.108  0.000  0.109  0.000  0.002  0.000  0.002  0.000  0.267
   1.33320     -4.949793  0.046  0.104  0.000  0.114  0.000  0.003  0.000  0.002  0.000  0.269
   1.29468     -4.866541  0.046  0.099  0.000  0.119  0.001  0.002  0.000  0.001  0.000  0.269
   1.25616     -4.762103  0.045  0.094  0.000  0.123  0.002  0.002  0.000  0.001  0.000  0.269
   1.21764     -4.637744  0.045  0.089  0.000  0.127  0.002  0.002  0.001  0.001  0.000  0.267
   1.17911     -4.494730  0.043  0.083  0.001  0.128  0.004  0.002  0.001  0.001  0.001  0.265
   1.14059     -4.334389  0.040  0.079  0.002  0.128  0.005  0.002  0.002  0.001  0.001  0.261
   1.10207     -4.158230  0.037  0.076  0.002  0.126  0.007  0.002  0.002  0.001  0.001  0.254
   1.06355     -3.968101  0.034  0.073  0.003  0.123  0.009  0.002  0.002  0.001  0.001  0.247
   1.02503     -3.766466  0.030  0.070  0.005  0.117  0.010  0.002  0.003  0.001  0.001  0.239
   0.98651     -3.557005  0.025  0.066  0.008  0.108  0.013  0.002  0.004  0.000  0.001  0.228
   0.94799     -3.346185  0.018  0.061  0.015  0.096  0.014  0.002  0.005  0.000  0.001  0.215
   0.90947     -3.147891  0.010  0.053  0.034  0.077  0.014  0.002  0.008  0.000  0.001  0.199
   0.87095     -2.993197  0.002  0.035  0.079  0.047  0.009  0.001  0.012  0.001  0.001  0.188
   0.83243     -2.911740  0.000  0.014  0.128  0.022  0.003  0.000  0.016  0.003  0.001  0.188
   0.79391     -2.880392  0.003  0.004  0.150  0.011  0.001  0.000  0.017  0.004  0.001  0.192
   0.75539     -2.869052  0.005  0.001  0.158  0.008  0.000  0.000  0.017  0.004  0.001  0.194
   0.71687     -2.866160  0.005  0.000  0.160  0.007  0.000  0.000  0.017  0.004  0.001  0.195
   0.71687     -2.866160  0.005  0.000  0.160  0.007  0.000  0.000  0.017  0.004  0.001  0.195
   0.67914     -2.774054  0.004  0.000  0.148  0.010  0.000  0.000  0.018  0.004  0.002  0.186
   0.64141     -2.690824  0.002  0.000  0.134  0.018  0.000  0.000  0.018  0.004  0.002  0.178
   0.60368     -2.621878  0.000  0.000  0.118  0.026  0.000  0.000  0.020  0.004  0.002  0.170
   0.56595     -2.574064  0.002  0.000  0.096  0.042  0.000  0.000  0.022  0.002  0.002  0.164
   0.52822     -2.664274  0.000  0.126  0.000  0.000  0.028  0.004  0.000  0.000  0.000  0.158
   0.49049     -2.764883  0.000  0.138  0.000  0.000  0.024  0.004  0.000  0.000  0.000  0.166
   0.45276     -2.862762  0.000  0.148  0.000  0.000  0.022  0.004  0.000  0.000  0.000  0.174
   0.41503     -2.956521  0.000  0.158  0.000  0.000  0.018  0.004  0.000  0.000  0.000  0.182
   0.37730     -3.045011  0.000  0.168  0.000  0.000  0.016  0.004  0.000  0.000  0.000  0.188
   0.33957     -3.127289  0.000  0.176  0.000  0.000  0.014  0.004  0.000  0.000  0.000  0.192
   0.30184     -3.202582  0.000  0.182  0.000  0.000  0.012  0.004  0.000  0.000  0.000  0.198
   0.26411     -3.270263  0.000  0.188  0.000  0.000  0.008  0.004  0.000  0.000  0.000  0.202
   0.22638     -3.329817  0.000  0.194  0.000  0.000  0.008  0.004  0.000  0.000  0.000  0.204
   0.18865     -3.380834  0.000  0.198  0.000  0.000  0.006  0.004  0.000  0.000  0.000  0.206
   0.15092     -3.422987  0.000  0.200  0.000  0.000  0.004  0.004  0.000  0.000  0.000  0.210
   0.11319     -3.456021  0.000  0.204  0.000  0.000  0.004  0.004  0.000  0.000  0.000  0.210
   0.07546     -3.495816  0.008  0.000  0.002  0.196  0.000  0.000  0.000  0.004  0.002  0.212
   0.03773     -3.528888  0.004  0.000  0.000  0.198  0.000  0.000  0.000  0.004  0.002  0.208
   0.00000     -3.540140  0.002  0.000  0.000  0.198  0.000  0.000  0.000  0.004  0.002  0.208
 
# Band-Index    7
   0.00000     -3.498806  0.000  0.206  0.000  0.000  0.002  0.004  0.000  0.000  0.000  0.212
   0.03773     -3.494035  0.000  0.206  0.000  0.000  0.002  0.004  0.000  0.000  0.000  0.212
   0.07546     -3.479748  0.000  0.206  0.000  0.000  0.002  0.004  0.000  0.000  0.000  0.212
   0.11319     -3.442818  0.014  0.000  0.002  0.194  0.000  0.000  0.002  0.004  0.002  0.216
   0.15092     -3.372646  0.022  0.000  0.002  0.190  0.000  0.000  0.002  0.004  0.002  0.222
   0.18865     -3.288511  0.030  0.000  0.002  0.184  0.000  0.000  0.004  0.004  0.002  0.228
   0.22638     -3.193759  0.038  0.000  0.002  0.178  0.000  0.000  0.006  0.002  0.004  0.230
   0.26411     -3.091730  0.042  0.000  0.004  0.172  0.000  0.000  0.008  0.002  0.004  0.232
   0.30184     -2.985850  0.044  0.000  0.006  0.164  0.000  0.000  0.010  0.002  0.004  0.230
   0.33957     -2.879906  0.044  0.000  0.008  0.156  0.000  0.000  0.012  0.002  0.004  0.226
   0.37730     -2.778494  0.040  0.000  0.012  0.144  0.000  0.000  0.014  0.002  0.004  0.218
   0.41503     -2.687578  0.034  0.000  0.020  0.128  0.000  0.000  0.018  0.002  0.004  0.204
   0.45276     -2.614777  0.024  0.000  0.034  0.108  0.000  0.000  0.020  0.000  0.004  0.190
   0.49049     -2.568420  0.014  0.000  0.052  0.084  0.000  0.000  0.020  0.002  0.004  0.176
   0.52822     -2.554630  0.006  0.000  0.074  0.062  0.000  0.000  0.022  0.002  0.004  0.166
   0.56595     -2.562609  0.000  0.112  0.000  0.000  0.032  0.004  0.000  0.000  0.000  0.148
   0.60368     -2.461874  0.000  0.098  0.000  0.000  0.034  0.004  0.000  0.000  0.000  0.136
   0.64141     -2.364381  0.000  0.084  0.000  0.000  0.038  0.004  0.000  0.000  0.000  0.126
   0.67914     -2.272720  0.000  0.070  0.000  0.000  0.040  0.004  0.000  0.000  0.000  0.114
   0.71687     -2.189665  0.000  0.058  0.000  0.000  0.042  0.004  0.000  0.000  0.000  0.104
   0.71687     -2.189665  0.000  0.058  0.000  0.000  0.042  0.004  0.000  0.000  0.000  0.104
   0.75539     -2.236252  0.004  0.057  0.002  0.008  0.040  0.004  0.000  0.000  0.000  0.116
   0.79391     -2.357484  0.013  0.054  0.011  0.027  0.036  0.004  0.000  0.001  0.000  0.144
   0.83243     -2.511064  0.023  0.046  0.034  0.039  0.028  0.003  0.001  0.001  0.000  0.175
   0.87095     -2.642200  0.028  0.028  0.081  0.033  0.018  0.002  0.004  0.003  0.000  0.197
   0.90947     -2.713040  0.023  0.013  0.122  0.019  0.009  0.002  0.009  0.003  0.000  0.202
   0.94799     -2.745724  0.017  0.009  0.136  0.014  0.006  0.001  0.011  0.004  0.000  0.198
   0.98651     -2.768733  0.012  0.012  0.135  0.013  0.004  0.001  0.012  0.002  0.000  0.194
   1.02503     -2.797226  0.009  0.020  0.125  0.015  0.004  0.001  0.013  0.002  0.001  0.190
   1.06355     -2.842150  0.007  0.033  0.109  0.020  0.003  0.001  0.013  0.001  0.001  0.188
   1.10207     -2.912724  0.008  0.050  0.085  0.029  0.003  0.001  0.012  0.000  0.001  0.192
   1.14059     -3.012700  0.013  0.069  0.061  0.040  0.003  0.001  0.010  0.000  0.001  0.199
   1.17911     -3.136435  0.018  0.084  0.042  0.051  0.003  0.001  0.007  0.000  0.000  0.208
   1.21764     -3.271749  0.020  0.094  0.029  0.061  0.002  0.001  0.006  0.000  0.000  0.215
   1.25616     -3.405995  0.019  0.098  0.021  0.071  0.002  0.001  0.005  0.000  0.000  0.218
   1.29468     -3.528927  0.015  0.100  0.015  0.080  0.002  0.001  0.004  0.000  0.000  0.218
   1.33320     -3.632714  0.011  0.100  0.012  0.088  0.001  0.001  0.003  0.000  0.000  0.216
   1.37172     -3.711356  0.005  0.100  0.011  0.094  0.000  0.001  0.002  0.000  0.000  0.214
   1.41024     -3.760418  0.001  0.099  0.010  0.098  0.000  0.001  0.002  0.001  0.000  0.212
   1.44876     -3.777093  0.000  0.098  0.009  0.099  0.000  0.001  0.002  0.001  0.000  0.211
   1.44876     -3.777093  0.000  0.098  0.009  0.099  0.000  0.001  0.002  0.001  0.000  0.211
   1.50268     -3.769313  0.000  0.098  0.010  0.098  0.000  0.002  0.002  0.000  0.000  0.212
   1.55660     -3.746094  0.000  0.098  0.010  0.098  0.000  0.002  0.002  0.000  0.000  0.210
   1.61052     -3.707811  0.000  0.096  0.012  0.096  0.000  0.002  0.002  0.000  0.000  0.210
   1.66444     -3.655115  0.000  0.094  0.016  0.090  0.000  0.002  0.004  0.000  0.000  0.210
   1.71836     -3.588907  0.002  0.092  0.026  0.082  0.000  0.002  0.004  0.000  0.002  0.210
   1.77228     -3.509491  0.002  0.090  0.048  0.058  0.000  0.002  0.008  0.000  0.002  0.212
   1.82620     -3.408220  0.008  0.092  0.086  0.010  0.004  0.000  0.012  0.000  0.000  0.214
   1.88012     -3.289048  0.004  0.092  0.062  0.028  0.004  0.000  0.006  0.000  0.002  0.200
   1.93404     -3.178587  0.002  0.092  0.028  0.056  0.004  0.000  0.002  0.000  0.004  0.188
   1.98796     -3.064780  0.000  0.090  0.014  0.068  0.004  0.000  0.000  0.002  0.004  0.182
   2.04188     -2.947011  0.000  0.088  0.006  0.072  0.002  0.000  0.000  0.002  0.004  0.176
   2.09580     -2.828680  0.000  0.086  0.004  0.070  0.002  0.002  0.000  0.002  0.004  0.170
   2.14972     -2.713706  0.000  0.082  0.002  0.070  0.002  0.002  0.000  0.002  0.004  0.164
   2.20364     -2.616867  0.022  0.070  0.006  0.072  0.006  0.000  0.010  0.002  0.000  0.190
   2.25756     -2.887955  0.022  0.084  0.002  0.084  0.004  0.002  0.006  0.002  0.000  0.208
   2.31148     -3.137573  0.018  0.096  0.002  0.088  0.004  0.002  0.004  0.002  0.000  0.214
   2.36540     -3.337920  0.012  0.110  0.000  0.086  0.002  0.002  0.002  0.002  0.000  0.216
   2.41932     -3.465058  0.004  0.152  0.000  0.052  0.002  0.002  0.000  0.002  0.000  0.214
   2.47324     -3.498806  0.000  0.206  0.000  0.000  0.002  0.004  0.000  0.000  0.000  0.212
 
# Band-Index    8
   2.47324     -2.313046  0.000  0.138  0.000  0.000  0.004  0.002  0.000  0.000  0.000  0.144
   2.41932     -2.331881  0.000  0.078  0.002  0.056  0.002  0.002  0.000  0.002  0.000  0.140
   2.36540     -2.370151  0.000  0.076  0.002  0.060  0.002  0.002  0.000  0.002  0.002  0.142
   2.31148     -2.430518  0.000  0.076  0.002  0.062  0.002  0.002  0.000  0.002  0.002  0.146
   2.25756     -2.510437  0.000  0.078  0.002  0.064  0.002  0.002  0.000  0.002  0.002  0.152
   2.20364     -2.606213  0.000  0.080  0.002  0.066  0.002  0.002  0.000  0.002  0.004  0.158
   2.14972     -2.362694  0.014  0.052  0.014  0.056  0.008  0.000  0.014  0.002  0.000  0.160
   2.09580     -2.176263  0.004  0.030  0.032  0.034  0.010  0.000  0.018  0.000  0.000  0.128
   2.04188     -2.092769  0.000  0.014  0.056  0.016  0.008  0.000  0.020  0.000  0.000  0.116
   1.98796     -2.099177  0.002  0.006  0.078  0.008  0.008  0.000  0.020  0.000  0.000  0.122
   1.93404     -2.163767  0.002  0.004  0.092  0.006  0.006  0.000  0.018  0.000  0.000  0.134
   1.88012     -2.268179  0.004  0.010  0.096  0.010  0.006  0.000  0.018  0.000  0.000  0.144
   1.82620     -2.410172  0.004  0.020  0.088  0.020  0.008  0.000  0.016  0.000  0.000  0.156
   1.77228     -2.597506  0.010  0.036  0.070  0.036  0.008  0.000  0.014  0.000  0.000  0.172
   1.71836     -2.832752  0.018  0.056  0.046  0.056  0.006  0.000  0.010  0.000  0.000  0.194
   1.66444     -3.096723  0.024  0.072  0.028  0.072  0.004  0.000  0.006  0.000  0.000  0.212
   1.61052     -3.355379  0.024  0.084  0.018  0.084  0.004  0.002  0.004  0.000  0.000  0.220
   1.55660     -3.574675  0.014  0.092  0.012  0.092  0.002  0.002  0.004  0.000  0.000  0.218
   1.50268     -3.723774  0.004  0.096  0.010  0.098  0.000  0.002  0.002  0.000  0.000  0.214
   1.44876     -3.777093  0.000  0.098  0.009  0.099  0.000  0.001  0.002  0.001  0.000  0.211
   1.44876     -3.777093  0.000  0.098  0.009  0.099  0.000  0.001  0.002  0.001  0.000  0.211
   1.41024     -3.760418  0.001  0.099  0.010  0.098  0.000  0.001  0.002  0.001  0.000  0.212
   1.37172     -3.711356  0.005  0.100  0.011  0.094  0.000  0.001  0.002  0.000  0.000  0.214
   1.33320     -3.632713  0.011  0.100  0.012  0.088  0.001  0.001  0.003  0.000  0.000  0.216
   1.29468     -3.528927  0.015  0.100  0.015  0.080  0.002  0.001  0.004  0.000  0.000  0.218
   1.25616     -3.405995  0.019  0.098  0.021  0.071  0.002  0.001  0.005  0.000  0.000  0.218
   1.21764     -3.271749  0.020  0.094  0.029  0.061  0.002  0.001  0.006  0.000  0.000  0.215
   1.17911     -3.136435  0.018  0.084  0.042  0.051  0.003  0.001  0.007  0.000  0.000  0.208
   1.14059     -3.012700  0.013  0.069  0.061  0.040  0.003  0.001  0.010  0.000  0.001  0.199
   1.10207     -2.912723  0.008  0.050  0.085  0.029  0.003  0.001  0.012  0.000  0.001  0.192
   1.06355     -2.842150  0.007  0.033  0.109  0.020  0.003  0.001  0.013  0.001  0.001  0.188
   1.02503     -2.797225  0.009  0.020  0.125  0.015  0.004  0.001  0.013  0.002  0.001  0.190
   0.98651     -2.768733  0.012  0.012  0.135  0.013  0.004  0.001  0.012  0.002  0.000  0.194
   0.94799     -2.745724  0.017  0.009  0.136  0.014  0.006  0.001  0.011  0.004  0.000  0.198
   0.90947     -2.713040  0.023  0.013  0.122  0.019  0.009  0.002  0.009  0.003  0.000  0.202
   0.87095     -2.642200  0.028  0.028  0.081  0.033  0.018  0.002  0.004  0.003  0.000  0.197
   0.83243     -2.511064  0.023  0.046  0.034  0.039  0.028  0.003  0.001  0.001  0.000  0.175
   0.79391     -2.357484  0.013  0.054  0.011  0.027  0.036  0.004  0.000  0.001  0.000  0.144
   0.75539     -2.236251  0.004  0.057  0.002  0.008  0.040  0.004  0.000  0.000  0.000  0.116
   0.71687     -2.189665  0.000  0.058  0.000  0.000  0.042  0.004  0.000  0.000  0.000  0.104
   0.71687     -2.189665  0.000  0.058  0.000  0.000  0.042  0.004  0.000  0.000  0.000  0.104
   0.67914     -2.117962  0.000  0.046  0.000  0.000  0.044  0.004  0.000  0.000  0.000  0.094
   0.64141     -2.060024  0.000  0.038  0.000  0.000  0.044  0.004  0.000  0.000  0.000  0.086
   0.60368     -2.017576  0.000  0.034  0.000  0.000  0.044  0.004  0.000  0.000  0.000  0.082
   0.56595     -1.991347  0.000  0.034  0.000  0.000  0.042  0.004  0.000  0.000  0.000  0.080
   0.52822     -1.980914  0.000  0.038  0.000  0.000  0.038  0.004  0.000  0.000  0.000  0.080
   0.49049     -1.984796  0.000  0.044  0.000  0.000  0.036  0.004  0.000  0.000  0.000  0.084
   0.45276     -2.000726  0.000  0.054  0.000  0.000  0.032  0.002  0.000  0.000  0.000  0.090
   0.41503     -2.026018  0.000  0.064  0.000  0.000  0.028  0.002  0.000  0.000  0.000  0.096
   0.37730     -2.057890  0.000  0.076  0.000  0.000  0.024  0.002  0.000  0.000  0.000  0.102
   0.33957     -2.093714  0.000  0.086  0.000  0.000  0.020  0.002  0.000  0.000  0.000  0.110
   0.30184     -2.131149  0.000  0.096  0.000  0.000  0.018  0.002  0.000  0.000  0.000  0.116
   0.26411     -2.168194  0.000  0.106  0.000  0.000  0.014  0.002  0.000  0.000  0.000  0.124
   0.22638     -2.203193  0.000  0.114  0.000  0.000  0.012  0.002  0.000  0.000  0.000  0.128
   0.18865     -2.234807  0.000  0.122  0.000  0.000  0.010  0.002  0.000  0.000  0.000  0.134
   0.15092     -2.261978  0.000  0.128  0.000  0.000  0.008  0.002  0.000  0.000  0.000  0.136
   0.11319     -2.283895  0.000  0.132  0.000  0.000  0.006  0.002  0.000  0.000  0.000  0.140
   0.07546     -2.299958  0.000  0.134  0.000  0.000  0.004  0.002  0.000  0.000  0.000  0.142
   0.03773     -2.309754  0.000  0.136  0.000  0.000  0.004  0.002  0.000  0.000  0.000  0.144
   0.00000     -2.313046  0.000  0.138  0.000  0.000  0.004  0.002  0.000  0.000  0.000  0.144
 
# Band-Index    9
   0.00000     -2.306267  0.004  0.000  0.004  0.130  0.000  0.000  0.000  0.002  0.002  0.142
   0.03773     -2.288378  0.008  0.000  0.004  0.128  0.000  0.000  0.000  0.002  0.002  0.146
   0.07546     -2.236248  0.020  0.000  0.006  0.128  0.000  0.000  0.000  0.002  0.002  0.156
   0.11319     -2.153907  0.034  0.000  0.006  0.126  0.000  0.000  0.000  0.002  0.002  0.170
   0.15092     -2.046638  0.052  0.000  0.008  0.122  0.000  0.000  0.000  0.002  0.002  0.188
   0.18865     -1.919807  0.068  0.000  0.008  0.120  0.000  0.000  0.002  0.002  0.002  0.204
   0.22638     -1.778180  0.086  0.000  0.010  0.116  0.000  0.000  0.002  0.002  0.004  0.220
   0.26411     -1.625704  0.102  0.000  0.010  0.114  0.000  0.000  0.002  0.002  0.004  0.234
   0.30184     -1.465571  0.116  0.000  0.012  0.108  0.000  0.000  0.002  0.002  0.004  0.246
   0.33957     -1.313024  0.116  0.000  0.110  0.030  0.000  0.000  0.006  0.008  0.000  0.270
   0.37730     -1.355969  0.124  0.000  0.116  0.040  0.000  0.000  0.004  0.008  0.002  0.294
   0.41503     -1.390791  0.134  0.000  0.120  0.054  0.000  0.000  0.002  0.010  0.002  0.322
   0.45276     -1.409336  0.146  0.000  0.118  0.072  0.000  0.000  0.002  0.010  0.002  0.348
   0.49049     -1.402412  0.158  0.000  0.110  0.094  0.000  0.000  0.000  0.010  0.004  0.374
   0.52822     -1.362905  0.168  0.000  0.096  0.114  0.000  0.000  0.000  0.010  0.004  0.392
   0.56595     -1.289196  0.174  0.000  0.082  0.130  0.000  0.000  0.002  0.008  0.004  0.400
   0.60368     -1.185394  0.176  0.000  0.068  0.138  0.000  0.000  0.004  0.008  0.006  0.400
   0.64141     -1.058503  0.178  0.000  0.058  0.140  0.000  0.000  0.006  0.006  0.006  0.396
   0.67914     -0.916067  0.180  0.000  0.050  0.134  0.000  0.000  0.008  0.006  0.006  0.386
   0.71687     -0.766072  0.186  0.000  0.045  0.119  0.000  0.000  0.011  0.006  0.006  0.373
   0.71687     -0.766072  0.186  0.000  0.045  0.119  0.000  0.000  0.011  0.006  0.006  0.373
   0.75539     -0.751504  0.186  0.002  0.045  0.101  0.002  0.000  0.011  0.006  0.006  0.359
   0.79391     -0.735792  0.188  0.010  0.044  0.062  0.004  0.000  0.011  0.005  0.006  0.331
   0.83243     -0.772538  0.187  0.029  0.042  0.027  0.007  0.000  0.009  0.006  0.006  0.313
   0.87095     -0.885947  0.182  0.056  0.041  0.012  0.007  0.000  0.007  0.006  0.005  0.315
   0.90947     -1.058556  0.176  0.078  0.040  0.012  0.007  0.000  0.005  0.005  0.005  0.327
   0.94799     -1.261505  0.170  0.092  0.043  0.017  0.005  0.000  0.002  0.005  0.003  0.338
   0.98651     -1.472106  0.166  0.098  0.050  0.022  0.004  0.000  0.001  0.006  0.003  0.349
   1.02503     -1.673592  0.161  0.096  0.062  0.025  0.004  0.000  0.000  0.006  0.002  0.355
   1.06355     -1.851773  0.156  0.086  0.079  0.026  0.002  0.000  0.000  0.006  0.002  0.356
   1.10207     -1.994540  0.146  0.069  0.102  0.024  0.001  0.000  0.001  0.005  0.000  0.352
   1.14059     -2.095693  0.134  0.050  0.127  0.020  0.001  0.000  0.003  0.005  0.000  0.340
   1.17911     -2.158651  0.121  0.034  0.146  0.016  0.000  0.000  0.004  0.005  0.000  0.325
   1.21764     -2.193377  0.110  0.021  0.159  0.012  0.000  0.000  0.005  0.003  0.000  0.311
   1.25616     -2.210142  0.100  0.013  0.167  0.010  0.000  0.000  0.007  0.003  0.000  0.300
   1.29468     -2.216571  0.094  0.008  0.173  0.008  0.000  0.000  0.007  0.002  0.000  0.292
   1.33320     -2.217673  0.090  0.005  0.175  0.007  0.000  0.000  0.008  0.001  0.000  0.286
   1.37172     -2.216602  0.087  0.003  0.177  0.007  0.000  0.000  0.009  0.001  0.000  0.283
   1.41024     -2.215274  0.086  0.001  0.177  0.006  0.000  0.000  0.008  0.000  0.000  0.280
   1.44876     -2.214721  0.085  0.001  0.178  0.006  0.000  0.000  0.009  0.000  0.000  0.280
   1.44876     -2.214721  0.085  0.001  0.178  0.006  0.000  0.000  0.009  0.000  0.000  0.280
   1.50268     -2.228092  0.086  0.002  0.178  0.006  0.000  0.000  0.008  0.000  0.000  0.282
   1.55660     -2.266443  0.088  0.002  0.178  0.008  0.000  0.000  0.008  0.000  0.000  0.286
   1.61052     -2.324414  0.092  0.004  0.178  0.010  0.000  0.002  0.008  0.002  0.000  0.294
   1.66444     -2.392375  0.100  0.006  0.176  0.012  0.000  0.002  0.006  0.002  0.000  0.304
   1.71836     -2.453658  0.114  0.012  0.168  0.020  0.000  0.002  0.004  0.002  0.000  0.324
   1.77228     -2.476480  0.136  0.022  0.146  0.034  0.002  0.002  0.002  0.004  0.000  0.350
   1.82620     -2.403091  0.164  0.040  0.106  0.058  0.004  0.004  0.000  0.004  0.000  0.378
