# energy s p d
-6.748500000000000831e+00 1.528999999999999915e+00 2.459999999999999687e-02 4.599999999999999922e-03
-6.728499999999999481e+00 1.491200000000000081e+00 2.479999999999999913e-02 4.000000000000000083e-03
-6.708499999999999908e+00 1.465000000000000080e+00 2.499999999999999792e-02 4.000000000000000083e-03
-6.688400000000000567e+00 1.451799999999999979e+00 2.559999999999999776e-02 4.000000000000000083e-03
-6.668400000000000993e+00 1.453600000000000003e+00 2.619999999999999760e-02 4.000000000000000083e-03
-6.648399999999999643e+00 1.473400000000000043e+00 2.719999999999999848e-02 3.800000000000000426e-03
-6.628400000000000070e+00 1.514399999999999968e+00 2.840000000000000163e-02 4.200000000000000608e-03
-6.608400000000000496e+00 1.579399999999999915e+00 2.999999999999999889e-02 4.599999999999999922e-03
-6.588300000000001155e+00 1.668600000000000083e+00 3.219999999999999946e-02 5.000000000000000104e-03
-6.568299999999999805e+00 1.777800000000000047e+00 3.440000000000000002e-02 5.200000000000000629e-03
-6.548300000000000232e+00 1.898800000000000043e+00 3.699999999999999817e-02 6.000000000000000125e-03
-6.528300000000000658e+00 2.021999999999999797e+00 3.980000000000000204e-02 6.599999999999999964e-03
-6.508300000000001084e+00 2.139600000000000168e+00 4.240000000000000019e-02 7.000000000000000146e-03
-6.488199999999999967e+00 2.248600000000000154e+00 4.479999999999999954e-02 7.400000000000000328e-03
-6.468200000000000394e+00 2.351799999999999891e+00 4.720000000000000584e-02 7.200000000000000670e-03
-6.448200000000000820e+00 2.456799999999999873e+00 4.960000000000000520e-02 7.199999999999999803e-03
-6.428199999999999470e+00 2.570800000000000196e+00 5.219999999999999640e-02 7.399999999999999460e-03
-6.408199999999999896e+00 2.695199999999999818e+00 5.500000000000000028e-02 7.199999999999998936e-03
-6.388100000000000556e+00 2.820800000000000196e+00 5.799999999999999600e-02 7.199999999999998936e-03
-6.368100000000000982e+00 2.926400000000000112e+00 6.020000000000000351e-02 6.800000000000000488e-03
-6.348099999999999632e+00 2.980799999999999894e+00 6.160000000000000198e-02 6.800000000000000488e-03
-6.328100000000000058e+00 2.951200000000000045e+00 6.099999999999999867e-02 6.600000000000000831e-03
-6.308100000000000485e+00 2.814999999999999947e+00 5.840000000000000052e-02 6.199999999999999782e-03
-6.288000000000001144e+00 2.568799999999999972e+00 5.340000000000000302e-02 5.800000000000000468e-03
-6.267999999999999794e+00 2.232200000000000184e+00 4.639999999999999680e-02 4.799999999999999580e-03
-6.248000000000000220e+00 1.844200000000000061e+00 3.799999999999999906e-02 4.199999999999999740e-03
-6.228000000000000647e+00 1.451799999999999979e+00 2.980000000000000010e-02 3.200000000000000153e-03
-6.208000000000001073e+00 1.097199999999999953e+00 2.219999999999999751e-02 2.600000000000000314e-03
-6.187899999999999956e+00 8.085999999999999854e-01 1.619999999999999912e-02 2.400000000000000223e-03
-6.167900000000000382e+00 5.954000000000000403e-01 1.159999999999999920e-02 1.799999999999999951e-03
-6.147900000000000809e+00 4.517999999999999794e-01 8.600000000000000006e-03 1.799999999999999951e-03
-6.127899999999999459e+00 3.628000000000000114e-01 6.800000000000000488e-03 1.600000000000000077e-03
-6.107899999999999885e+00 3.111999999999999766e-01 5.599999999999999076e-03 1.400000000000000203e-03
-6.087800000000000544e+00 2.823999999999999844e-01 5.199999999999999761e-03 1.400000000000000203e-03
-6.067800000000000971e+00 2.664000000000000257e-01 5.000000000000000104e-03 1.400000000000000203e-03
-6.047800000000000509e+00 2.577999999999999736e-01 5.000000000000000104e-03 1.400000000000000203e-03
-6.027800000000000047e+00 2.540000000000000036e-01 5.000000000000000104e-03 1.400000000000000203e-03
-6.007800000000000473e+00 2.534000000000000141e-01 5.199999999999999761e-03 1.400000000000000203e-03
-5.987700000000000244e+00 2.540000000000000036e-01 5.400000000000000286e-03 1.000000000000000021e-03
-5.967700000000000671e+00 2.544000000000000150e-01 5.400000000000000286e-03 1.000000000000000021e-03
-5.947700000000000209e+00 2.535999999999999921e-01 5.400000000000000286e-03 8.000000000000000383e-04
-5.927700000000000635e+00 2.518000000000000238e-01 5.600000000000000810e-03 6.000000000000000559e-04
-5.907700000000000173e+00 2.500000000000000000e-01 5.600000000000000810e-03 6.000000000000000559e-04
-5.887599999999999945e+00 2.492000000000000048e-01 5.800000000000000468e-03 6.000000000000000559e-04
-5.867600000000000371e+00 2.500000000000000000e-01 5.800000000000000468e-03 6.000000000000000559e-04
-5.847599999999999909e+00 2.524000000000000132e-01 6.000000000000000125e-03 6.000000000000000559e-04
-5.827600000000000335e+00 2.550000000000000044e-01 6.200000000000000649e-03 6.000000000000000559e-04
-5.807599999999999874e+00 2.570000000000000062e-01 6.200000000000000649e-03 6.000000000000000559e-04
-5.787500000000000533e+00 2.581999999999999851e-01 6.399999999999999439e-03 6.000000000000000559e-04
-5.767500000000000071e+00 2.587999999999999745e-01 6.599999999999999964e-03 6.000000000000000559e-04
-5.747500000000000497e+00 2.594000000000000195e-01 6.800000000000000488e-03 6.000000000000000559e-04
-5.727500000000000036e+00 2.614000000000000212e-01 7.000000000000001013e-03 6.000000000000000559e-04
-5.707500000000000462e+00 2.647999999999999798e-01 7.199999999999999803e-03 6.000000000000000559e-04
-5.687400000000000233e+00 2.697999999999999843e-01 7.400000000000000328e-03 6.000000000000000559e-04
-5.667400000000000659e+00 2.752000000000000002e-01 7.600000000000000852e-03 6.000000000000000559e-04
-5.647400000000000198e+00 2.806000000000000161e-01 8.000000000000000167e-03 6.000000000000000559e-04
-5.627400000000000624e+00 2.857999999999999985e-01 8.200000000000000691e-03 8.000000000000000383e-04
-5.607400000000000162e+00 2.913999999999999924e-01 8.600000000000000006e-03 8.000000000000000383e-04
-5.587299999999999933e+00 2.983999999999999986e-01 9.000000000000001055e-03 6.000000000000000559e-04
-5.567300000000000360e+00 3.079999999999999960e-01 9.400000000000000369e-03 6.000000000000000559e-04
-5.547299999999999898e+00 3.204000000000000181e-01 9.799999999999999684e-03 6.000000000000000559e-04
-5.527300000000000324e+00 3.366000000000000103e-01 1.060000000000000005e-02 7.999999999999999299e-04
-5.507299999999999862e+00 3.565999999999999726e-01 1.139999999999999868e-02 7.999999999999999299e-04
-5.487200000000000522e+00 3.814000000000000168e-01 1.260000000000000009e-02 7.999999999999999299e-04
-5.467200000000000060e+00 4.119999999999999774e-01 1.379999999999999977e-02 1.000000000000000021e-03
-5.447200000000000486e+00 4.485999999999999988e-01 1.539999999999999876e-02 1.200000000000000112e-03
-5.427200000000000024e+00 4.889999999999999902e-01 1.660000000000000017e-02 1.200000000000000112e-03
-5.407200000000000450e+00 5.285999999999999588e-01 1.839999999999999969e-02 1.399999999999999986e-03
-5.387100000000000222e+00 5.600000000000000533e-01 1.979999999999999816e-02 1.600000000000000077e-03
-5.367100000000000648e+00 5.752000000000000446e-01 2.060000000000000026e-02 1.399999999999999986e-03
-5.347100000000000186e+00 5.667999999999999705e-01 2.039999999999999800e-02 1.399999999999999986e-03
-5.327100000000000612e+00 5.313999999999999835e-01 1.919999999999999832e-02 1.399999999999999986e-03
-5.307100000000000151e+00 4.707999999999999963e-01 1.700000000000000122e-02 1.199999999999999895e-03
-5.286999999999999922e+00 3.926000000000000045e-01 1.420000000000000082e-02 1.000000000000000021e-03
-5.267000000000000348e+00 3.065999999999999837e-01 1.119999999999999989e-02 8.000000000000000383e-04
-5.246999999999999886e+00 2.235999999999999932e-01 8.199999999999998956e-03 5.999999999999999474e-04
-5.227000000000000313e+00 1.519999999999999962e-01 5.399999999999999419e-03 4.000000000000000192e-04
-5.206999999999999851e+00 9.600000000000000200e-02 3.599999999999999901e-03 2.000000000000000096e-04
-5.186900000000000510e+00 5.639999999999999875e-02 2.200000000000000133e-03 2.000000000000000096e-04
-5.166900000000000048e+00 3.080000000000000099e-02 1.000000000000000021e-03 0.000000000000000000e+00
-5.146900000000000475e+00 1.559999999999999928e-02 5.999999999999999474e-04 0.000000000000000000e+00
-5.126900000000000013e+00 7.199999999999999803e-03 2.000000000000000096e-04 0.000000000000000000e+00
-5.106900000000000439e+00 3.200000000000000153e-03 2.000000000000000096e-04 0.000000000000000000e+00
-5.086800000000000210e+00 1.199999999999999895e-03 0.000000000000000000e+00 0.000000000000000000e+00
-5.066800000000000637e+00 4.000000000000000192e-04 0.000000000000000000e+00 0.000000000000000000e+00
-5.046800000000000175e+00 2.000000000000000096e-04 0.000000000000000000e+00 0.000000000000000000e+00
-5.026800000000000601e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.006800000000000139e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.986699999999999910e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.966700000000000337e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.946699999999999875e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.926700000000000301e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.906700000000000728e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.886600000000000499e+00 0.000000000000000000e+00 4.000000000000000192e-04 0.000000000000000000e+00
-4.866600000000000037e+00 2.000000000000000096e-04 1.199999999999999895e-03 0.000000000000000000e+00
-4.846600000000000463e+00 5.999999999999999474e-04 3.200000000000000153e-03 0.000000000000000000e+00
-4.826600000000000001e+00 1.399999999999999986e-03 7.400000000000000328e-03 0.000000000000000000e+00
-4.806600000000000428e+00 3.000000000000000062e-03 1.580000000000000154e-02 4.000000000000000192e-04
-4.786500000000000199e+00 5.799999999999999600e-03 3.139999999999999736e-02 4.000000000000000192e-04
-4.766500000000000625e+00 1.060000000000000005e-02 5.799999999999999600e-02 1.199999999999999895e-03
-4.746500000000000163e+00 1.820000000000000090e-02 9.879999999999999893e-02 1.600000000000000077e-03
-4.726500000000000590e+00 2.860000000000000042e-02 1.567999999999999949e-01 2.799999999999999972e-03
-4.706500000000000128e+00 4.200000000000000261e-02 2.309999999999999831e-01 4.400000000000000265e-03
-4.686399999999999899e+00 5.739999999999999963e-02 3.167999999999999705e-01 5.999999999999999258e-03
-4.666400000000000325e+00 7.299999999999999545e-02 4.052000000000000046e-01 7.799999999999999642e-03
-4.646399999999999864e+00 8.659999999999999643e-02 4.843999999999999972e-01 9.599999999999999159e-03
-4.626400000000000290e+00 9.660000000000000531e-02 5.433999999999998831e-01 1.079999999999999884e-02
-4.606400000000000716e+00 1.010000000000000064e-01 5.744000000000000217e-01 1.159999999999999920e-02
-4.586300000000000487e+00 1.001999999999999974e-01 5.760000000000000675e-01 1.159999999999999920e-02
-4.566300000000000026e+00 9.500000000000000111e-02 5.520000000000000462e-01 1.140000000000000041e-02
-4.546300000000000452e+00 8.699999999999999400e-02 5.112000000000000988e-01 1.080000000000000057e-02
-4.526299999999999990e+00 7.799999999999999989e-02 4.634000000000000341e-01 9.799999999999999684e-03
-4.506300000000000416e+00 6.959999999999999520e-02 4.163999999999999924e-01 9.399999999999998634e-03
-4.486200000000000188e+00 6.260000000000000286e-02 3.760000000000000009e-01 8.600000000000000006e-03
-4.466200000000000614e+00 5.739999999999999963e-02 3.437999999999999945e-01 8.199999999999998956e-03
-4.446200000000000152e+00 5.319999999999999729e-02 3.182000000000000384e-01 8.000000000000000167e-03
-4.426200000000000578e+00 4.979999999999999705e-02 2.975999999999999757e-01 7.800000000000000509e-03
-4.406200000000000117e+00 4.660000000000000253e-02 2.797999999999999932e-01 7.399999999999999460e-03
-4.386099999999999888e+00 4.340000000000000108e-02 2.633999999999999675e-01 7.199999999999999803e-03
-4.366100000000000314e+00 4.019999999999999962e-02 2.481999999999999762e-01 6.999999999999999278e-03
-4.346099999999999852e+00 3.740000000000000269e-02 2.346000000000000030e-01 6.800000000000000488e-03
-4.326100000000000279e+00 3.520000000000000212e-02 2.233999999999999875e-01 6.399999999999999439e-03
-4.306100000000000705e+00 3.379999999999999671e-02 2.152000000000000024e-01 6.799999999999999621e-03
-4.286000000000000476e+00 3.359999999999999792e-02 2.110000000000000209e-01 6.799999999999999621e-03
-4.266000000000000014e+00 3.440000000000000002e-02 2.101999999999999980e-01 6.799999999999999621e-03
-4.246000000000000441e+00 3.559999999999999970e-02 2.111999999999999988e-01 6.799999999999999621e-03
-4.225999999999999979e+00 3.679999999999999938e-02 2.120000000000000218e-01 7.000000000000000146e-03
-4.206000000000000405e+00 3.740000000000000269e-02 2.107999999999999874e-01 7.199999999999999803e-03
-4.185900000000000176e+00 3.679999999999999938e-02 2.067999999999999838e-01 7.199999999999999803e-03
-4.165900000000000603e+00 3.500000000000000333e-02 2.004000000000000226e-01 7.000000000000000146e-03
-4.145900000000000141e+00 3.280000000000000276e-02 1.921999999999999820e-01 6.799999999999999621e-03
-4.125900000000000567e+00 2.999999999999999889e-02 1.842000000000000026e-01 6.799999999999999621e-03
-4.105900000000000105e+00 2.759999999999999953e-02 1.768000000000000127e-01 6.799999999999999621e-03
-4.085799999999999876e+00 2.560000000000000123e-02 1.703999999999999959e-01 6.599999999999999097e-03
-4.065800000000000303e+00 2.400000000000000050e-02 1.649999999999999800e-01 6.599999999999999964e-03
-4.045800000000000729e+00 2.319999999999999840e-02 1.605999999999999928e-01 6.599999999999999964e-03
-4.025800000000000267e+00 2.299999999999999961e-02 1.579999999999999738e-01 6.599999999999999964e-03
-4.005800000000000693e+00 2.359999999999999945e-02 1.580000000000000016e-01 6.800000000000000488e-03
-3.985700000000000465e+00 2.539999999999999897e-02 1.612000000000000099e-01 7.200000000000000670e-03
-3.965700000000000003e+00 2.779999999999999832e-02 1.670000000000000095e-01 7.400000000000000328e-03
-3.945700000000000429e+00 3.020000000000000115e-02 1.739999999999999880e-01 8.000000000000000167e-03
-3.925699999999999967e+00 3.200000000000000067e-02 1.788000000000000145e-01 8.000000000000000167e-03
-3.905700000000000394e+00 3.239999999999999825e-02 1.797999999999999876e-01 8.199999999999998956e-03
-3.885600000000000165e+00 3.099999999999999978e-02 1.754000000000000004e-01 8.199999999999998956e-03
-3.865600000000000591e+00 2.819999999999999937e-02 1.662000000000000144e-01 7.800000000000000509e-03
-3.845600000000000129e+00 2.479999999999999913e-02 1.547999999999999932e-01 7.200000000000000670e-03
-3.825600000000000556e+00 2.160000000000000114e-02 1.446000000000000063e-01 7.200000000000000670e-03
-3.805600000000000094e+00 1.919999999999999832e-02 1.380000000000000115e-01 7.000000000000001013e-03
-3.785499999999999865e+00 1.799999999999999864e-02 1.361999999999999877e-01 7.200000000000000670e-03
-3.765500000000000291e+00 1.760000000000000106e-02 1.381999999999999895e-01 7.400000000000001195e-03
-3.745500000000000718e+00 1.799999999999999864e-02 1.411999999999999922e-01 7.400000000000001195e-03
-3.725500000000000256e+00 1.880000000000000074e-02 1.437999999999999834e-01 7.600000000000000852e-03
-3.705500000000000682e+00 1.980000000000000163e-02 1.446000000000000063e-01 7.800000000000000509e-03
-3.685400000000000453e+00 2.139999999999999888e-02 1.451999999999999957e-01 7.800000000000000509e-03
-3.665399999999999991e+00 2.440000000000000155e-02 1.484000000000000041e-01 8.000000000000000167e-03
-3.645400000000000418e+00 2.960000000000000131e-02 1.573999999999999844e-01 8.600000000000000006e-03
-3.625399999999999956e+00 3.880000000000000115e-02 1.754000000000000004e-01 9.400000000000000369e-03
-3.605400000000000382e+00 5.319999999999999729e-02 2.051999999999999935e-01 1.079999999999999884e-02
-3.585300000000000153e+00 7.480000000000000537e-02 2.485999999999999877e-01 1.260000000000000182e-02
-3.565300000000000580e+00 1.045999999999999985e-01 3.064000000000000057e-01 1.500000000000000118e-02
-3.545300000000000118e+00 1.418000000000000094e-01 3.780000000000000027e-01 1.799999999999999864e-02
-3.525300000000000544e+00 1.842000000000000026e-01 4.614000000000000323e-01 2.099999999999999784e-02
-3.505300000000000082e+00 2.268000000000000016e-01 5.514000000000000012e-01 2.419999999999999929e-02
-3.485199999999999854e+00 2.627999999999999781e-01 6.413999999999999702e-01 2.759999999999999953e-02
-3.465200000000000280e+00 2.862000000000000099e-01 7.247999999999999998e-01 3.060000000000000220e-02
-3.445200000000000706e+00 2.928000000000000047e-01 7.971999999999999087e-01 3.320000000000000034e-02
-3.425200000000000244e+00 2.822000000000000064e-01 8.570000000000000950e-01 3.519999999999999518e-02
-3.405200000000000671e+00 2.575999999999999956e-01 9.045999999999999597e-01 3.699999999999999123e-02
-3.385100000000000442e+00 2.243999999999999884e-01 9.407999999999999696e-01 3.820000000000000479e-02
-3.365099999999999980e+00 1.887999999999999956e-01 9.644000000000000350e-01 3.880000000000000809e-02
-3.345100000000000406e+00 1.555999999999999883e-01 9.727999999999999980e-01 3.900000000000000688e-02
-3.325099999999999945e+00 1.274000000000000132e-01 9.631999999999999451e-01 3.880000000000000115e-02
-3.305100000000000371e+00 1.052000000000000018e-01 9.348000000000000753e-01 3.760000000000000842e-02
-3.285000000000000142e+00 8.820000000000000062e-02 8.930000000000000160e-01 3.640000000000000180e-02
-3.265000000000000568e+00 7.560000000000000053e-02 8.460000000000000853e-01 3.500000000000000333e-02
-3.245000000000000107e+00 6.679999999999999827e-02 8.047999999999999599e-01 3.400000000000000244e-02
-3.225000000000000533e+00 6.079999999999999988e-02 7.794000000000000927e-01 3.419999999999999429e-02
-3.205000000000000071e+00 5.720000000000000084e-02 7.758000000000000451e-01 3.519999999999999518e-02
-3.184900000000000730e+00 5.559999999999999665e-02 7.953999999999999959e-01 3.679999999999999938e-02
-3.164900000000000269e+00 5.500000000000000028e-02 8.334000000000000297e-01 3.899999999999999994e-02
-3.144900000000000695e+00 5.480000000000000149e-02 8.807999999999999163e-01 4.220000000000000140e-02
-3.124900000000000233e+00 5.460000000000000270e-02 9.266000000000000902e-01 4.439999999999999503e-02
-3.104900000000000659e+00 5.380000000000000060e-02 9.606000000000000094e-01 4.600000000000000616e-02
-3.084800000000000431e+00 5.220000000000000334e-02 9.747999999999999998e-01 4.699999999999999317e-02
-3.064799999999999969e+00 5.059999999999999915e-02 9.670000000000000817e-01 4.679999999999999438e-02
-3.044800000000000395e+00 4.880000000000000310e-02 9.384000000000000119e-01 4.640000000000000374e-02
-3.024799999999999933e+00 4.719999999999999890e-02 8.943999999999999728e-01 4.539999999999999591e-02
-3.004800000000000360e+00 4.619999999999999801e-02 8.422000000000000597e-01 4.460000000000000769e-02
-2.984700000000000131e+00 4.580000000000000043e-02 7.873999999999999888e-01 4.359999999999999293e-02
-2.964700000000000557e+00 4.540000000000000285e-02 7.344000000000000528e-01 4.319999999999999535e-02
-2.944700000000000095e+00 4.519999999999999712e-02 6.850000000000000533e-01 4.219999999999999446e-02
-2.924700000000000522e+00 4.440000000000000197e-02 6.395999999999999464e-01 4.100000000000000172e-02
-2.904700000000000060e+00 4.320000000000000229e-02 5.971999999999999531e-01 4.000000000000000083e-02
-2.884600000000000719e+00 4.159999999999999809e-02 5.579999999999999405e-01 3.859999999999999543e-02
-2.864600000000000257e+00 3.960000000000000325e-02 5.223999999999999755e-01 3.739999999999999575e-02
-2.844600000000000684e+00 3.780000000000000027e-02 4.923999999999999488e-01 3.599999999999999728e-02
-2.824600000000000222e+00 3.620000000000000301e-02 4.699999999999999734e-01 3.539999999999999397e-02
-2.804600000000000648e+00 3.540000000000000091e-02 4.566000000000000059e-01 3.559999999999999970e-02
-2.784500000000000419e+00 3.540000000000000091e-02 4.531999999999999917e-01 3.659999999999999365e-02
-2.764499999999999957e+00 3.599999999999999728e-02 4.570000000000000173e-01 3.840000000000000357e-02
-2.744500000000000384e+00 3.679999999999999938e-02 4.647999999999999909e-01 4.039999999999999841e-02
-2.724499999999999922e+00 3.780000000000000027e-02 4.720000000000000306e-01 4.199999999999999567e-02
-2.704500000000000348e+00 3.819999999999999785e-02 4.747999999999999998e-01 4.299999999999999656e-02
-2.684400000000000119e+00 3.780000000000000027e-02 4.729999999999999760e-01 4.379999999999999866e-02
-2.664400000000000546e+00 3.679999999999999938e-02 4.675999999999999601e-01 4.419999999999999624e-02
-2.644400000000000084e+00 3.520000000000000212e-02 4.617999999999999883e-01 4.499999999999999140e-02
-2.624400000000000510e+00 3.339999999999999913e-02 4.601999999999999424e-01 4.639999999999999680e-02
-2.604400000000000048e+00 3.200000000000000067e-02 4.659999999999999698e-01 4.900000000000000189e-02
-2.584300000000000708e+00 3.099999999999999978e-02 4.819999999999999840e-01 5.240000000000000213e-02
-2.564300000000000246e+00 3.080000000000000099e-02 5.095999999999999419e-01 5.740000000000000657e-02
-2.544300000000000672e+00 3.160000000000000309e-02 5.475999999999999757e-01 6.340000000000001190e-02
-2.524300000000000210e+00 3.280000000000000276e-02 5.936000000000000165e-01 7.019999999999999851e-02
-2.504300000000000637e+00 3.479999999999999760e-02 6.426000000000000600e-01 7.779999999999999416e-02
-2.484200000000000408e+00 3.699999999999999817e-02 6.875999999999999890e-01 8.399999999999999134e-02
-2.464199999999999946e+00 3.919999999999999873e-02 7.222000000000000641e-01 8.939999999999999336e-02
-2.444200000000000372e+00 4.120000000000000051e-02 7.401999999999999691e-01 9.240000000000000990e-02
-2.424199999999999910e+00 4.279999999999999777e-02 7.389999999999999902e-01 9.339999999999999691e-02
-2.404200000000000337e+00 4.399999999999999745e-02 7.203999999999999293e-01 9.179999999999999272e-02
-2.384100000000000108e+00 4.460000000000000075e-02 6.879999999999999449e-01 8.920000000000001539e-02
-2.364100000000000534e+00 4.519999999999999712e-02 6.479999999999999094e-01 8.539999999999998981e-02
