 written on 11May2023 at 21:56:20 
          15
         313
    2    1    1    1    1    1    2    2    2    2    1    1    1    1    1
    1    1    1    1    1    4    2    4    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    2    1    1    2    2    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    2    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    2    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    2    1    1
    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1
    1    1    1    1    1    2    1    2    1    1    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1
    2    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    2    1    2
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    2    1    1    2    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    4    2    4    1    1    1    1    1    1    1
    1    1    1    2    2    2    2    1    1    1    1    1    2
   -8    4    0    1    1   -0.000685    0.000000
   -8    4    0    2    1    0.000523   -0.000000
   -8    4    0    3    1   -0.000038   -0.000000
   -8    4    0    4    1   -0.000133    0.000000
   -8    4    0    5    1    0.000109    0.000000
   -8    4    0    6    1   -0.000125    0.000001
   -8    4    0    7    1    0.000431    0.000000
   -8    4    0    8    1   -0.000672   -0.000000
   -8    4    0    9    1    0.000284    0.000000
   -8    4    0   10    1    0.000849   -0.000000
   -8    4    0   11    1   -0.000168   -0.000000
   -8    4    0   12    1    0.000298    0.000000
   -8    4    0   13    1    0.000160    0.000000
   -8    4    0   14    1    0.000190   -0.000000
   -8    4    0   15    1   -0.001322    0.000000
   -8    4    0    1    2   -0.000306    0.000000
   -8    4    0    2    2   -0.000480   -0.000000
   -8    4    0    3    2   -0.000118   -0.000000
   -8    4    0    4    2    0.000028    0.000000
   -8    4    0    5    2    0.000091   -0.000000
   -8    4    0    6    2    0.000791    0.000000
   -8    4    0    7    2   -0.000133   -0.000000
   -8    4    0    8    2    0.000927    0.000001
   -8    4    0    9    2   -0.000002   -0.000000
   -8    4    0   10    2   -0.001012    0.000001
   -8    4    0   11    2    0.000076    0.000000
   -8    4    0   12    2   -0.000274   -0.000001
   -8    4    0   13    2    0.000326   -0.000000
   -8    4    0   14    2    0.000011    0.000000
   -8    4    0   15    2    0.001115   -0.000001
   -8    4    0    1    3    0.000198    0.000000
   -8    4    0    2    3   -0.000350    0.000000
   -8    4    0    3    3    0.003681    0.000000
   -8    4    0    4    3   -0.000436    0.000000
   -8    4    0    5    3   -0.000078   -0.000000
   -8    4    0    6    3   -0.000472    0.000000
   -8    4    0    7    3   -0.000445   -0.000000
   -8    4    0    8    3    0.001373    0.000000
   -8    4    0    9    3   -0.000552    0.000000
   -8    4    0   10    3    0.000780   -0.000001
   -8    4    0   11    3   -0.000611   -0.000001
   -8    4    0   12    3   -0.001610   -0.000000
   -8    4    0   13    3   -0.000315    0.000000
   -8    4    0   14    3   -0.000525    0.000001
   -8    4    0   15    3    0.000254    0.000000
   -8    4    0    1    4   -0.000111   -0.000000
   -8    4    0    2    4    0.000079   -0.000000
   -8    4    0    3    4   -0.000978   -0.000000
   -8    4    0    4    4   -0.000641    0.000000
   -8    4    0    5    4    0.000428    0.000000
   -8    4    0    6    4    0.000009   -0.000000
   -8    4    0    7    4   -0.000463   -0.000000
   -8    4    0    8    4    0.000622    0.000000
   -8    4    0    9    4    0.000069   -0.000000
   -8    4    0   10    4   -0.000893    0.000000
   -8    4    0   11    4   -0.000360    0.000000
   -8    4    0   12    4   -0.000334    0.000000
   -8    4    0   13    4   -0.000078   -0.000000
   -8    4    0   14    4    0.000564   -0.000000
   -8    4    0   15    4    0.000085   -0.000000
   -8    4    0    1    5   -0.000092    0.000000
   -8    4    0    2    5    0.000023    0.000000
   -8    4    0    3    5    0.000277    0.000000
   -8    4    0    4    5    0.000680    0.000000
   -8    4    0    5    5   -0.000504    0.000000
   -8    4    0    6    5    0.000262    0.000000
   -8    4    0    7    5    0.000588   -0.000000
   -8    4    0    8    5   -0.001134   -0.000000
   -8    4    0    9    5    0.000100    0.000000
   -8    4    0   10    5    0.000427   -0.000000
   -8    4    0   11    5    0.000108   -0.000000
   -8    4    0   12    5    0.000185    0.000000
   -8    4    0   13    5    0.000136   -0.000000
   -8    4    0   14    5   -0.001251    0.000000
   -8    4    0   15    5    0.000014    0.000000
   -8    4    0    1    6    0.000264   -0.000000
   -8    4    0    2    6    0.000660   -0.000001
   -8    4    0    3    6   -0.000311    0.000001
   -8    4    0    4    6    0.000139    0.000000
   -8    4    0    5    6    0.000391   -0.000000
   -8    4    0    6    6    0.006294    0.000001
   -8    4    0    7    6    0.000428   -0.000000
   -8    4    0    8    6   -0.000509    0.000002
   -8    4    0    9    6   -0.000036   -0.000001
   -8    4    0   10    6   -0.000343    0.000002
   -8    4    0   11    6   -0.000011    0.000002
   -8    4    0   12    6   -0.000336   -0.000005
   -8    4    0   13    6    0.000835   -0.000000
   -8    4    0   14    6    0.000078    0.000000
   -8    4    0   15    6    0.001264   -0.000005
   -8    4    0    1    7    0.000087   -0.000000
   -8    4    0    2    7    0.000158   -0.000000
   -8    4    0    3    7   -0.000856    0.000000
   -8    4    0    4    7   -0.000996    0.000000
   -8    4    0    5    7    0.000641    0.000000
   -8    4    0    6    7    0.000477   -0.000000
   -8    4    0    7    7   -0.000364   -0.000000
   -8    4    0    8    7    0.000345    0.000000
   -8    4    0    9    7   -0.000766   -0.000000
   -8    4    0   10    7    0.000022    0.000000
   -8    4    0   11    7   -0.000679    0.000000
   -8    4    0   12    7   -0.000706   -0.000001
   -8    4    0   13    7   -0.000792    0.000000
   -8    4    0   14    7   -0.000116   -0.000000
   -8    4    0   15    7    0.000317   -0.000001
   -8    4    0    1    8   -0.000096   -0.000000
   -8    4    0    2    8    0.000340    0.000000
   -8    4    0    3    8   -0.000341   -0.000001
   -8    4    0    4    8    0.001066    0.000000
   -8    4    0    5    8   -0.000998   -0.000000
   -8    4    0    6    8   -0.000218   -0.000003
   -8    4    0    7    8    0.000468   -0.000000
   -8    4    0    8    8   -0.001014   -0.000001
   -8    4    0    9    8    0.000703    0.000000
   -8    4    0   10    8    0.001625   -0.000000
   -8    4    0   11    8    0.000540   -0.000000
   -8    4    0   12    8    0.000824    0.000001
   -8    4    0   13    8    0.000302    0.000000
