0.0000000 0.0000000 0.0000000
0.0000000 0.2770786 0.0000000
0.0000000 0.5541572 0.0000000
0.0000000 -0.5541572 0.0000000
0.0000000 -0.2770786 0.0000000
0.2000000 0.0000000 0.0000000
0.2000000 0.2770786 0.0000000
0.2000000 0.5541572 0.0000000
0.2000000 -0.5541572 0.0000000
0.2000000 -0.2770786 0.0000000
0.4000000 0.0000000 0.0000000
0.4000000 0.2770786 0.0000000
0.4000000 0.5541572 0.0000000
0.4000000 -0.5541572 0.0000000
0.4000000 -0.2770786 0.0000000
-0.4000000 0.0000000 0.0000000
-0.4000000 0.2770786 0.0000000
-0.4000000 0.5541572 0.0000000
-0.4000000 -0.5541572 0.0000000
-0.4000000 -0.2770786 0.0000000
-0.2000000 0.0000000 0.0000000
-0.2000000 0.2770786 0.0000000
-0.2000000 0.5541572 0.0000000
-0.2000000 -0.5541572 0.0000000
-0.2000000 -0.2770786 0.0000000
