# energy dos
-4.180000000000005933e-02 6.636999999999999567e-01
-2.180000000000004157e-02 6.454999999999999627e-01
-1.800000000000023803e-03 6.008000000000000007e-01
1.829999999999998295e-02 5.318000000000000504e-01
3.830000000000000071e-02 4.454000000000000181e-01
5.830000000000001847e-02 3.513999999999999901e-01
7.830000000000003624e-02 2.601999999999999869e-01
9.829999999999983196e-02 1.801999999999999991e-01
1.183999999999998387e-01 1.164000000000000035e-01
1.383999999999998565e-01 6.990000000000000380e-02
1.583999999999998742e-01 3.910000000000000281e-02
1.783999999999998920e-01 2.019999999999999921e-02
1.983999999999999098e-01 9.700000000000000289e-03
2.184999999999999165e-01 4.300000000000000003e-03
2.384999999999999343e-01 1.799999999999999951e-03
2.584999999999999520e-01 6.999999999999999929e-04
2.784999999999999698e-01 2.000000000000000096e-04
2.984999999999999876e-01 1.000000000000000048e-04
3.185999999999999943e-01 0.000000000000000000e+00
3.386000000000000121e-01 0.000000000000000000e+00
3.586000000000000298e-01 0.000000000000000000e+00
3.785999999999998256e-01 0.000000000000000000e+00
3.985999999999998433e-01 0.000000000000000000e+00
4.186999999999998501e-01 0.000000000000000000e+00
4.386999999999998678e-01 0.000000000000000000e+00
4.586999999999998856e-01 0.000000000000000000e+00
4.786999999999999034e-01 0.000000000000000000e+00
4.986999999999999211e-01 0.000000000000000000e+00
5.187999999999999279e-01 0.000000000000000000e+00
5.387999999999999456e-01 0.000000000000000000e+00
5.587999999999999634e-01 0.000000000000000000e+00
5.787999999999999812e-01 0.000000000000000000e+00
5.987999999999999989e-01 0.000000000000000000e+00
6.189000000000000057e-01 0.000000000000000000e+00
6.389000000000000234e-01 0.000000000000000000e+00
6.589000000000000412e-01 0.000000000000000000e+00
6.788999999999998369e-01 2.000000000000000096e-04
6.988999999999998547e-01 4.000000000000000192e-04
7.189999999999998614e-01 1.199999999999999895e-03
7.389999999999998792e-01 3.000000000000000062e-03
7.589999999999998970e-01 6.799999999999999621e-03
7.789999999999999147e-01 1.460000000000000013e-02
7.989999999999999325e-01 2.889999999999999861e-02
8.190999999999999392e-01 5.319999999999999729e-02
8.390999999999999570e-01 9.089999999999999469e-02
8.590999999999999748e-01 1.446999999999999953e-01
8.790999999999999925e-01 2.147000000000000020e-01
8.991000000000000103e-01 2.972000000000000197e-01
9.192000000000000171e-01 3.850000000000000089e-01
9.392000000000000348e-01 4.681000000000000161e-01
9.591999999999999416e-01 5.364999999999999769e-01
9.791999999999999593e-01 5.836000000000000076e-01
9.991999999999999771e-01 6.082999999999999519e-01
1.019299999999999873e+00 6.160999999999999810e-01
1.039299999999999891e+00 6.176000000000000378e-01
1.059299999999999908e+00 6.256000000000000449e-01
1.079299999999999926e+00 6.529000000000000359e-01
1.099299999999999944e+00 7.098999999999999755e-01
1.119399999999999951e+00 8.036999999999999700e-01
1.139399999999999968e+00 9.367999999999999661e-01
1.159399999999999986e+00 1.106800000000000006e+00
1.179399999999999782e+00 1.305199999999999916e+00
1.199399999999999800e+00 1.517200000000000104e+00
1.219500000000000028e+00 1.722499999999999920e+00
1.239500000000000046e+00 1.897499999999999964e+00
1.259500000000000064e+00 2.019600000000000062e+00
1.279500000000000082e+00 2.071699999999999875e+00
1.299500000000000099e+00 2.048799999999999955e+00
1.319599999999999884e+00 1.963200000000000056e+00
1.339599999999999902e+00 1.847199999999999953e+00
1.359599999999999920e+00 1.749300000000000077e+00
1.379599999999999937e+00 1.723899999999999988e+00
1.399599999999999955e+00 1.814799999999999969e+00
1.419699999999999962e+00 2.038400000000000212e+00
1.439699999999999980e+00 2.373299999999999965e+00
