0	0.000000	0.000000	0.000000
0.05	0.04312735	0.00112909197741475	-0.0528177786123945
0.1	0.0862547	0.004595195388098	-0.108377233160326
0.15	0.12938205	0.0105165514497082	-0.166678363643796
0.2	0.1725094	0.019011401379904	-0.227721170062802
0.25	0.21563675	0.0301979863963437	-0.291505652417347
0.3	0.2587641	0.044194547716686	-0.358031810707428
0.35	0.30189145	0.0611193265585892	-0.427299644933047
0.4	0.3450188	0.081090564139712	-0.499309155094204
0.45	0.38814615	0.104226501677713	-0.574060341190898
0.5	0.4312735	0.13064538039025	-0.651553203223129
0.55	0.47440085	0.160465441494982	-0.731787741190898
0.6	0.5175282	0.193804926209568	-0.814763955094204
0.65	0.56065555	0.230782075751666	-0.900481844933047
0.7	0.6037829	0.271515131338934	-0.988941410707428
0.75	0.64691025	0.316122334189031	-1.08014265241735
0.8	0.6900376	0.364721925519616	-1.1740855700628
0.85	0.73316495	0.417432146548347	-1.2707701636438
0.9	0.7762923	0.474371238492882	-1.37019643316033
0.95	0.81941965	0.53565744257088	-1.47236437861239
1	0.862547	0.601409	-1.577274
1.05	0.90562705	0.669323516430256	-1.57433595092916
1.1	0.9487071	0.736938905777679	-1.56338696491841
1.15	0.99178715	0.80391005647835	-1.54442704196775
1.2	1.0348672	0.869891856968352	-1.51745618207718
1.25	1.07794725	0.934539195683766	-1.48247438524669
1.3	1.1210273	0.997506961060673	-1.4394816514763
1.35	1.16410735	1.05845004153516	-1.38847798076599
1.4	1.2071874	1.1170233255433	-1.32946337311577
1.45	1.25026745	1.17288170152118	-1.26243782852564
1.5	1.2933475	1.22568005790488	-1.18740134699559
1.55	1.33642755	1.27507328313048	-1.10435392852564
1.6	1.3795076	1.32071626563406	-1.01329557311577
1.65	1.42258765	1.36226389385172	-0.91422628076599
1.7	1.4656677	1.39937105621952	-0.807146051476298
1.75	1.50874775	1.43169264117355	-0.692054885246695
1.8	1.5518278	1.45888353714989	-0.56895278207718
1.85	1.59490785	1.48059863258462	-0.437839741967753
1.9	1.6379879	1.49649281591383	-0.298715764918414
1.95	1.68106795	1.5062209755736	-0.151580850929163
2	1.724148	1.509438	0.003565
2.05	1.76714235	1.50381385163037	0.255095260673397
2.1	1.8101367	1.48775742408009	0.488851051802225
2.15	1.85313105	1.46203291911382	0.704832373386486
2.2	1.8961254	1.42740453849622	0.903039225426178
2.25	1.93911975	1.38463648399197	1.0834716079213
2.3	1.9821141	1.33449295736572	1.24612952087186
2.35	2.02510845	1.27773816038213	1.39101296427785
2.4	2.0681028	1.21513629480587	1.51812193813927
2.45	2.11109715	1.14745156240161	1.62745644245612
2.5	2.1540915	1.075448164934	1.7190164772284
2.55	2.19708585	0.999890304167712	1.79280204245612
2.6	2.2400802	0.921542181867408	1.84881313813927
2.65	2.28307455	0.841167999797751	1.88704976427785
2.7	2.3260689	0.759531959723404	1.90751192087186
2.75	2.36906325	0.677398263409031	1.9101996079213
2.8	2.4120576	0.595531112619296	1.89511282542618
2.85	2.45505195	0.514694709118862	1.86225157338649
2.9	2.4980463	0.435653254672392	1.81161585180222
2.95	2.54104065	0.35917095104455	1.7432056606734
3	2.584035	0.286012	1.657021
3.05	2.62707675	0.219146988276858	1.45210438187575
3.1	2.6701185	0.160825424524665	1.26003677092248
3.15	2.71316025	0.110494264989019	1.08081816714018
3.2	2.756202	0.06760046591552	0.914448570528847
3.25	2.79924375	0.0315909835497656	0.760927981088493
3.3	2.8422855	0.00191277413735502	0.620256398819112
3.35	2.88532725	-0.0219872060761131	0.492433823720705
3.4	2.928369	-0.04066200084504	0.377460255793271
3.45	2.97141075	-0.0546646539238269	0.27533569503681
3.5	3.0144525	-0.064548209066875	0.186060141451324
3.55	3.05749425	-0.0708657100285856	0.10963359503681
3.6	3.100536	-0.07417020056336	0.0460560557932706
3.65	3.14357775	-0.0750147244255994	-0.00467247627929513
3.7	3.1866195	-0.073952325369705	-0.0425520011808881
3.75	3.22966125	-0.0715360471500783	-0.0675825189115072
3.8	3.272703	-0.06831893352112	-0.0797640294711529
3.85	3.31574475	-0.0648540282372319	-0.0790965328598252
3.9	3.3587865	-0.0616943750528151	-0.0655800290775232
3.95	3.40182825	-0.059393017722271	-0.0392145181242483
4	3.444870	-0.058503	0.000000
