  0     0.000000     0.000000     0.000000   0
  1     0.415357     0.123156    -0.787505   1
  2     0.830938     0.259132     0.002089   2
  3     1.304827     0.167593     0.546166   3
  4     1.778684     0.014002     0.000000   4
