0.03125 0.000
0.09375 0.000
0.15625 0.000
0.21875 0.000
0.28125 0.000
0.34375 0.000
0.40625 0.000
0.46875 0.000
0.53125 0.000
0.59375 0.000
0.65625 0.000
0.71875 0.000
0.78125 0.000
0.84375 0.000
0.90625 0.000
0.96875 0.000
1.03125 0.000
1.09375 0.000
1.15625 0.000
1.21875 0.000
1.28125 0.000
1.34375 0.000
1.40625 0.000
1.46875 0.000
1.53125 0.000
1.59375 0.000
1.65625 0.000
1.71875 0.000
1.78125 0.000
1.84375 0.000
1.90625 0.000
1.96875 0.000
2.03125 0.059
2.09375 0.285
2.15625 0.875
2.21875 1.740
2.28125 2.787
2.34375 3.899
2.40625 3.086
2.46875 2.109
2.53125 1.286
2.59375 0.923
2.65625 0.453
2.71875 0.249
2.78125 0.221
2.84375 0.184
2.90625 0.161
2.96875 0.108
3.03125 0.130
3.09375 0.133
3.15625 0.215
3.21875 0.280
3.28125 0.257
3.34375 0.371
3.40625 0.411
3.46875 0.487
3.53125 0.674
3.59375 0.869
3.65625 1.195
3.71875 1.602
3.78125 1.942
3.84375 3.386
3.90625 2.713
3.96875 1.974
4.03125 1.665
4.09375 1.404
4.15625 1.070
4.21875 0.981
4.28125 1.071
4.34375 1.117
4.40625 1.317
4.46875 1.643
4.53125 2.439
4.59375 1.632
4.65625 1.197
4.71875 0.967
4.78125 0.748
4.84375 0.540
4.90625 0.429
4.96875 0.395
5.03125 0.383
5.09375 0.404
5.15625 0.382
5.21875 0.431
5.28125 0.540
5.34375 0.593
5.40625 0.751
5.46875 1.022
5.53125 0.849
5.59375 0.666
5.65625 0.649
5.71875 0.756
5.78125 0.761
5.84375 0.910
5.90625 1.075
5.96875 1.727
6.03125 1.023
6.09375 0.812
6.15625 0.741
6.21875 0.673
6.28125 0.671
6.34375 0.661
6.40625 0.793
6.46875 0.919
6.53125 1.055
6.59375 1.242
6.65625 1.686
6.71875 2.331
6.78125 1.494
6.84375 1.261
6.90625 1.256
6.96875 1.213
7.03125 1.205
7.09375 1.705
7.15625 1.194
7.21875 0.988
7.28125 0.781
7.34375 0.707
7.40625 0.702
7.46875 0.630
7.53125 0.703
7.59375 0.793
7.65625 0.847
7.71875 1.252
7.78125 1.064
7.84375 0.921
7.90625 0.947
7.96875 1.011
8.03125 1.116
8.09375 1.738
8.15625 1.114
8.21875 0.894
8.28125 0.869
8.34375 0.775
8.40625 0.828
8.46875 0.866
8.53125 0.977
8.59375 1.210
8.65625 1.699
8.71875 1.150
8.78125 0.946
8.84375 0.812
8.90625 0.830
8.96875 1.009
9.03125 0.674
9.09375 0.576
9.15625 0.505
9.21875 0.480
9.28125 0.495
9.34375 0.545
9.40625 0.608
9.46875 0.764
9.53125 0.740
9.59375 0.812
9.65625 0.954
9.71875 1.145
9.78125 1.501
9.84375 1.034
9.90625 0.973
9.96875 1.028
10.0312 1.094
10.0937 1.255
10.1562 1.497
10.2188 2.282
10.2812 1.660
10.3438 1.503
10.4062 1.462
10.4688 1.560
10.5312 1.751
10.5938 1.074
10.6562 0.834
10.7188 0.699
10.7813 0.594
10.8438 0.516
10.9062 0.473
10.9688 0.456
11.0312 0.459
11.0938 0.512
11.1562 0.596
11.2188 0.693
11.2812 0.598
11.3438 0.630
11.4062 0.715
11.4688 0.840
11.5312 1.018
11.5938 1.541
11.6562 1.167
11.7187 1.055
11.7812 1.105
11.8438 1.315
11.9062 1.017
11.9688 0.836
12.0312 0.778
12.0938 0.804
12.1562 0.927
12.2188 1.252
12.2812 1.047
12.3438 0.992
12.4062 1.125
12.4688 1.416
12.5312 0.986
12.5938 0.882
12.6562 0.801
12.7188 0.802
12.7812 0.902
12.8438 1.058
12.9062 0.813
12.9688 0.817
13.0312 1.057
13.0938 0.865
13.1562 0.744
13.2188 0.716
13.2812 0.791
13.3437 0.890
13.4062 1.134
13.4688 1.035
13.5312 1.139
13.5938 1.457
13.6562 1.209
13.7188 1.162
13.7813 1.210
13.8438 1.296
13.9062 1.575
13.9688 2.015
14.0312 1.408
14.0938 1.292
14.1562 1.394
14.2188 0.952
14.2812 0.748
14.3438 0.681
14.4062 0.603
14.4688 0.558
14.5312 0.591
14.5938 0.654
14.6562 0.837
14.7188 0.690
14.7812 0.667
14.8438 0.744
14.9062 0.873
14.9687 1.243
15.0312 0.971
15.0938 0.869
15.1562 0.946
15.2188 0.739
15.2812 0.651
15.3438 0.641
15.4063 0.669
15.4688 0.707
15.5312 0.797
15.5938 1.007
15.6562 1.404
15.7188 1.043
15.7812 0.991
15.8438 1.043
15.9062 1.168
15.9688 1.405
